title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
Notenmelange,3.49,3.49,0,,Standard,300 g,https://www.lidl.nl/p/notenmelange/p10033221,2026-09-01,Nut blend
Koffiecapsules,6.99,6.99,0,,Standard,50 cups,https://www.lidl.nl/p/koffiecapsules/p10033091,2026-09-01,Coffee capsules
Pinot Grigio Ros̩,2.99,3.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/pinot-grigio-rose/p10033093,2026-09-01,Pinot Grigio Ros̩
LAY'S,1.99,1.99,0,,Standard,370 g,https://www.lidl.nl/p/lay-s/p10033095,2026-09-01,LAY'S
Jong belegen kaasplakken,3.49,3.49,0,,Standard,500 g,https://www.lidl.nl/p/jong-belegen-kaasplakken/p10033097,2026-09-01,Jong belegen kaasplakken
Frituurolie,8.49,8.49,0,,Standard,5 liter,https://www.lidl.nl/p/frituurolie/p10033099,2026-09-01,Frituurolie
BEN & JERRY'S,3.49,7.29,52,,Standard,465 ml,https://www.lidl.nl/p/ben-jerry-s/p10033101,2026-09-01,BEN & JERRY'S
Kipdijfilet,3.49,4.89,29,Lidl Plus (-29%),Member Deal,,https://www.lidl.nl/p/kipdijfilet/p10033223,2026-09-01,Kipdijfilet
Bio Fairtrade bananen,1.49,2.19,32,,Standard,Per kg,https://www.lidl.nl/p/bio-fairtrade-bananen/p10033225,2026-09-01,Organic Fairtrade bananas
Mini komkommers,1.99,2.99,33,,Standard,500 g,https://www.lidl.nl/p/mini-komkommers/p10033227,2026-09-01,Mini cucumbers
Meergranenbollen,1.49,1.49,0,,Standard,8 stuks,https://www.lidl.nl/p/meergranenbollen/p10033109,2026-09-01,Meergranenbollen
Snackworteltjes,0.49,0.79,38,Lidl Plus (-38%),Member Deal,,https://www.lidl.nl/p/snackworteltjes/p10033229,2026-09-01,Snack carrots
Zuivelspread,0.99,1.38,28,,Standard,200-300 g,https://www.lidl.nl/p/zuivelspread/p10033231,2026-09-01,Zuivelspread
Hollandse aardbeien,2.39,2.99,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/hollandse-aardbeien/p10032014,2026-09-01,Hollandse aardbeien
Aardappelen kruimig,5.99,5.99,0,,Standard,10 kilo,https://www.lidl.nl/p/aardappelen-kruimig/p10033115,2026-09-01,Aardappelen kruimig
Verse kruiden,1.39,1.39,0,Lidl Plus (Tot -30%),Member Deal,,https://www.lidl.nl/p/verse-kruiden/p10033233,2026-09-01,Verse kruiden
Verspakket,3.99,4.99,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/verspakket/p10033119,2026-09-01,Verspakket
Bio kastanjechampignons,1.49,1.99,25,,Standard,250 g,https://www.lidl.nl/p/bio-kastanjechampignons/p10033235,2026-09-01,Organic chestnut mushrooms
Rode bessen,2.69,3.49,23,,Standard,250 g,https://www.lidl.nl/p/rode-bessen/p10033123,2026-09-01,Rode bessen
Witlof,0.99,1.19,17,,Standard,500 g,https://www.lidl.nl/p/witlof/p10033237,2026-09-01,Chicory
Elstar appels,1.79,2.49,28,Lidl Plus (-28%),Member Deal,,https://www.lidl.nl/p/elstar-appels/p10033127,2026-09-01,Elstar apples
Sugar snaps of peulen,1.99,2.49,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/sugar-snaps-of-peulen/p10033129,2026-09-01,Sugar snaps of peulen
Gesneden fruit,0.94,1.25,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/gesneden-fruit/p10033131,2026-09-01,Gesneden fruit
Soepgroente,0.99,1.15,14,Lidl Plus (-14%),Member Deal,,https://www.lidl.nl/p/soepgroente/p10033239,2026-09-01,Soup vegetables
Rucola melange,1.49,1.49,0,,Standard,150 g,https://www.lidl.nl/p/rucola-melange/p10033135,2026-09-01,Arugula blend
Verse friet,1.99,1.99,0,,Standard,"1,2 kilo",https://www.lidl.nl/p/verse-friet/p10033137,2026-09-01,Verse friet
ORANGINA,1.99,1.99,0,,Standard,"1,5 l",https://www.lidl.nl/p/orangina/p10031570,2026-09-01,ORANGINA
Schnittbroodje,0.19,0.28,32,Lidl Plus (-32%),Member Deal,,https://www.lidl.nl/p/schnittbroodje/p10033315,2026-09-01,Schnitt roll
Alle tijgerbroden,0.99,1.19,17,,Standard,800 g,https://www.lidl.nl/p/alle-tijgerbroden/p10033317,2026-09-01,Alle tijgerbroden
