title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
Walnoten ongezouten,4.49,6.63,32,,Standard,500 gram,https://www.lidl.nl/p/walnoten-ongezouten/p10032607,2026-08-24,Walnoten ongezouten
Kordaat premium pils,9.99,9.99,0,,Standard,"18 x 0,5 l",https://www.lidl.nl/p/kordaat-premium-pils/p10032609,2026-08-24,Kordaat premium pils
Cashewnoten ongezouten,4.99,5.63,11,,Standard,500 gram,https://www.lidl.nl/p/cashewnoten-ongezouten/p10032611,2026-08-24,Cashewnoten ongezouten
Keukenrol 3-laags,4.99,4.99,0,,Standard,8 rollen,https://www.lidl.nl/p/keukenrol-3-laags/p10032613,2026-08-24,Keukenrol 3-laags
Vlugge Japie,0.99,0.99,0,,Standard,7 stuks,https://www.lidl.nl/p/vlugge-japie/p10032615,2026-08-24,Vlugge Japie
CALVÃ Mayonaise,2.89,2.89,0,,Standard,825 ml,https://www.lidl.nl/p/calve-mayonaise/p10032617,2026-08-24,CALVÃ Mayonaise
Koffiebonen,12.99,12.99,0,,Standard,"1,2 kilo",https://www.lidl.nl/p/koffiebonen/p10032619,2026-08-24,Koffiebonen
Alle verse zalmfilets met en zonder huid,2.99,3.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/alle-verse-zalmfilets-met-en-zonder-huid/p10032621,2026-08-24,Alle verse zalmfilets met en zonder huid
Rode puntpaprika's,2.49,4.33,42,,Standard,750 gram,https://www.lidl.nl/p/rode-puntpaprika-s/p10032623,2026-08-24,Rode puntpaprika's
Mandarijnen,1.49,1.99,25,,Standard,1 kilo,https://www.lidl.nl/p/mandarijnen/p10032625,2026-08-24,Mandarijnen
Wilde nectarines,1.79,2.49,28,Lidl Plus (-28%),Member Deal,,https://www.lidl.nl/p/wilde-nectarines/p10032627,2026-08-24,Wilde nectarines
Bio courgette,0.79,0.99,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/bio-courgette/p10032629,2026-08-24,Bio courgette
Spinazie,1.29,1.79,28,,Standard,450 g,https://www.lidl.nl/p/spinazie/p10032843,2026-08-24,Spinazie
Sperziebonen,0.99,1.49,34,,Standard,500 g,https://www.lidl.nl/p/sperziebonen/p10032845,2026-08-24,Sperziebonen
