id,hq_id,title,brand,scraped_aisle,main_category,sub_category,final_price,original_price,discount_pct,discount_label,deal_price,deal_count,unit,unit_price_description,is_bonus,discount_type,bonus_mechanism,bonus_start,bonus_end,nutriscore,available_online,shop_type,url,scraped_at,title_eng,aisle_eng
588085,33267,Boursin Plantaardig knoflook & fijne kruiden,Boursin,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig",Plantaardige kaas voor de borrel,2.62,3.49,25.0,25% korting,,,150 g,normale prijs per kg €23.27,True,AH,25% korting,2026-08-10,2026-08-16,D,True,AH,https://www.ah.nl/producten/product/wi588085,2026-08-11,Boursin Vegetable garlic & fine herbs,vegetarian-vegan-and-plant-based
412158,855694,Oatly! Haver barista edition,Oatly!,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig",Haverdrink,2.89,2.89,,,,,1 l,prijs per liter €2.89,False,,,,,D,True,AH,https://www.ah.nl/producten/product/wi412158,2026-08-11,Oatly! Haver barista edition,vegetarian-vegan-and-plant-based
611232,0,Oatly! Haver barista edition 4-pack,Oatly!,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig",Haverdrink,10.98,11.56,5.0,5% volume voordeel,,,4 stuks,,True,AHOO,5% volume voordeel,2026-08-11,2999-12-31,,True,AH,https://www.ah.nl/producten/product/wi611232,2026-08-11,Oatly! Oats barista edition 4-pack,vegetarian-vegan-and-plant-based
445419,707247,Kips Vega paté vol en smeuig,Kips,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig",Plantaardige vleeswaren,2.49,2.49,,,,,125 g,prijs per kg €19.92,False,,,,,E,True,AH,https://www.ah.nl/producten/product/wi445419,2026-08-11,Kips Vega pate full and creamy,vegetarian-vegan-and-plant-based
565765,4557,AH Terra Plantaardige sojadrink ongezoet,AH Terra,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig",Sojadrink,0.89,0.89,,,,,1 l,prijs per liter €0.89,False,,,,,B,True,AH,https://www.ah.nl/producten/product/wi565765,2026-08-11,AH Terra Vegetable soy drink unsweetened,vegetarian-vegan-and-plant-based
489288,742894,AH Terra Plantaardige smeerleverworst,AH Terra,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig",Plantaardige vleeswaren,1.59,1.59,,,,,125 g,prijs per kg €12.72,False,,,,,C,True,AH,https://www.ah.nl/producten/product/wi489288,2026-08-11,AH Terra Vegetable spread liver sausage,vegetarian-vegan-and-plant-based
565766,4558,AH Terra Amandeldrink ongezoet,AH Terra,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig","Amandel, cashewdrink",1.49,1.49,,,,,1 l,prijs per liter €1.49,False,,,,,B,True,AH,https://www.ah.nl/producten/product/wi565766,2026-08-11,AH Terra Almond drink unsweetened,vegetarian-vegan-and-plant-based
462463,714670,AH Terra Plantaardige haverdrink ongezoet,AH Terra,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig",Haverdrink,1.35,1.35,,,,,1 l,prijs per liter €1.35,False,,,,,C,True,AH,https://www.ah.nl/producten/product/wi462463,2026-08-11,AH Terra Vegetable oat drink unsweetened,vegetarian-vegan-and-plant-based
461862,714665,Alpro Barista haver,Alpro,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig",Haverdrink,2.79,2.79,,,,,1 l,prijs per liter €2.79,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi461862,2026-08-11,Alpro Barista oats,vegetarian-vegan-and-plant-based
568161,0,Alpro Barista haver 6-pack,Alpro,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig",Haverdrink,15.07,16.74,10.0,10% volume voordeel,,,6 stuks,,True,AHOO,10% volume voordeel,2026-08-11,2999-12-31,,True,AH,https://www.ah.nl/producten/product/wi568161,2026-08-11,Alpro Barista oats 6-pack,vegetarian-vegan-and-plant-based
