title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
Mandarijnen,1.49,2.29,35,Lidl Plus (-34%),Member Deal,,https://www.lidl.nl/p/mandarijnen/p10023530,2026-02-15,Mandarins
Bloedsinaasappels,1.99,2.79,29,,Standard,,https://www.lidl.nl/p/bloedsinaasappels/p10023531,2026-02-15,Blood oranges
Jonagold appels,1.29,1.69,24,,Standard,,https://www.lidl.nl/p/jonagold-appels/p10023532,2026-02-15,Jonagold apples
"Andijvie, hutspot of stamppotaardappelen",0.67,0.89,25,Lidl Plus (-24%),Member Deal,,https://www.lidl.nl/p/andijvie-hutspot-of-stamppotaardappelen/p10023533,2026-02-15,"Endive, stew or mashed potatoes"
Snijbonen of sperziebonen,1.79,2.29,22,Lidl Plus (-21%),Member Deal,,https://www.lidl.nl/p/snijbonen-of-sperziebonen/p10023534,2026-02-15,String beans or green beans
Ananas,1.49,1.99,25,,Standard,,https://www.lidl.nl/p/ananas/p10023535,2026-02-15,Pineapple
Waspeen,0.69,0.99,30,,Standard,,https://www.lidl.nl/p/waspeen/p10023536,2026-02-15,Waspeen
Bio bieten,0.99,1.49,34,,Standard,,https://www.lidl.nl/p/bio-bieten/p10023537,2026-02-15,Organic beets
Red Pearl cocktail tomaten,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/red-pearl-cocktail-tomaten/p10023538,2026-02-15,Red Pearl cocktail tomatoes
Verspakket,3.99,5.29,25,Lidl Plus (Tot -24%),Member Deal,,https://www.lidl.nl/p/verspakket/p10023539,2026-02-15,Fresh package
Kipfilet naturel of gerookt,1.79,2.59,31,Lidl Plus (Tot -30%),Member Deal,,https://www.lidl.nl/p/kipfilet-naturel-of-gerookt/p10023540,2026-02-15,Chicken fillet natural or smoked
Zalmfilets op huid,4.99,5.99,17,Lidl Plus (-â¬1.-),Member Deal,,https://www.lidl.nl/p/zalmfilets-op-huid/p10023541,2026-02-15,Salmon fillets on skin
Plakken Goudse 48+ jonge kaas,3.99,3.99,0,,Standard,,https://www.lidl.nl/p/plakken-goudse-48-jonge-kaas/p10023542,2026-02-15,Slices of Gouda 48+ young cheese
Kaiserbroodje,0.19,0.28,32,Lidl Plus (-32%),Member Deal,,https://www.lidl.nl/p/kaiserbroodje/p10023543,2026-02-15,Kaiser roll
GrÃ¼ner Veltliner,3.29,4.39,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/gruner-veltliner/p10023544,2026-02-15,Gruner Veltliner
Koffie Goud,9.99,9.99,0,,Standard,,https://www.lidl.nl/p/koffie-goud/p10023545,2026-02-15,Coffee Gold
