title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
Walnoten ongezouten,4.49,6.63,32,,Standard,500 gram,https://www.lidl.nl/p/walnoten-ongezouten/p10032607,2026-08-28,Walnuts unsalted
Kordaat premium pils,9.99,9.99,0,,Standard,"18 x 0,5 l",https://www.lidl.nl/p/kordaat-premium-pils/p10032609,2026-08-28,Resolute premium lager
Cashewnoten ongezouten,4.99,5.63,11,,Standard,500 gram,https://www.lidl.nl/p/cashewnoten-ongezouten/p10032611,2026-08-28,Cashew nuts unsalted
Keukenrol 3-laags,4.99,4.99,0,,Standard,8 rollen,https://www.lidl.nl/p/keukenrol-3-laags/p10032613,2026-08-28,Kitchen roll 3-layer
Vlugge Japie,0.99,0.99,0,,Standard,7 stuks,https://www.lidl.nl/p/vlugge-japie/p10032615,2026-08-28,Quick Jiminy
CALVÃ Mayonaise,2.89,2.89,0,,Standard,825 ml,https://www.lidl.nl/p/calve-mayonaise/p10032617,2026-08-28,CALVÃ Mayonnaise
Koffiebonen,12.99,12.99,0,,Standard,"1,2 kilo",https://www.lidl.nl/p/koffiebonen/p10032619,2026-08-28,Coffee beans
Alle verse zalmfilets met en zonder huid,2.99,3.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/alle-verse-zalmfilets-met-en-zonder-huid/p10032621,2026-08-28,All fresh salmon fillets with and without skin
Rode puntpaprika's,2.49,4.33,42,,Standard,750 gram,https://www.lidl.nl/p/rode-puntpaprika-s/p10032623,2026-08-28,Red pointed peppers
Mandarijnen,1.49,1.99,25,,Standard,1 kilo,https://www.lidl.nl/p/mandarijnen/p10032625,2026-08-28,Mandarins
Wilde nectarines,1.79,2.49,28,Lidl Plus (-28%),Member Deal,,https://www.lidl.nl/p/wilde-nectarines/p10032627,2026-08-28,Wild nectarines
Bio courgette,0.79,0.99,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/bio-courgette/p10032629,2026-08-28,Organic zucchini
Spinazie,1.29,1.79,28,,Standard,450 g,https://www.lidl.nl/p/spinazie/p10032843,2026-08-28,Spinach
Sperziebonen,0.99,1.49,34,,Standard,500 g,https://www.lidl.nl/p/sperziebonen/p10032845,2026-08-28,Green beans
Premium druiven,1.49,2.49,40,Lidl Plus (-40%),Member Deal,,https://www.lidl.nl/p/premium-druiven/p10032631,2026-08-28,Premium grapes
Radijs,0.69,0.89,22,,Standard,250 g,https://www.lidl.nl/p/radijs/p10032633,2026-08-28,Radish
Lente ui,0.69,0.89,22,,Standard,Per bos,https://www.lidl.nl/p/lente-ui/p10032635,2026-08-28,Spring onion
Verse vijgen,0.49,0.89,45,,Standard,Per stuk,https://www.lidl.nl/p/verse-vijgen/p10032637,2026-08-28,Fresh figs
Italiaanse roerbakgroenten,2.29,2.99,23,,Standard,600 g,https://www.lidl.nl/p/italiaanse-roerbakgroenten/p10032639,2026-08-28,Italian stir-fry vegetables
Maaltijdsalades,2.29,3.29,30,Lidl Plus (tot -30%),Member Deal,,https://www.lidl.nl/p/maaltijdsalades/p10032847,2026-08-28,Meal salads
Frikandelbroodje,0.89,1.4,36,,Standard,235 g,https://www.lidl.nl/p/frikandelbroodje/p10032641,2026-08-28,Frikandel roll
