id,hq_id,title,brand,scraped_aisle,main_category,sub_category,final_price,original_price,discount_pct,discount_label,deal_price,deal_count,unit,unit_price_description,is_bonus,discount_type,bonus_mechanism,bonus_start,bonus_end,nutriscore,available_online,shop_type,url,scraped_at,title_eng,aisle_eng
54074,508672,AH Komkommer,AH,groente-aardappelen,"Groente, aardappelen",Komkommer,0.99,0.99,,,,,per stuk,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi54074,2026-07-31,AH Komkommer,vegetable potatoes
4117,646784,AH Paprika rood,AH,groente-aardappelen,"Groente, aardappelen",Paprika,0.99,0.99,,,,,per stuk,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi4117,2026-07-31,AH Paprika red,vegetable potatoes
4164,21003,AH Courgette,AH,groente-aardappelen,"Groente, aardappelen",Courgette,0.495,0.95,47.9,2 voor 0.99,0.99,2.0,per stuk,,True,AH,2 voor 0.99,2026-08-03,2026-08-09,A,True,AH,https://www.ah.nl/producten/product/wi4164,2026-07-31,AH Zucchini,vegetable potatoes
101130,529604,AH Biologisch Komkommer,AH Biologisch,groente-aardappelen,"Groente, aardappelen",Komkommer,1.65,1.65,,,,,per stuk,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi101130,2026-07-31,AH Organic Cucumber,vegetable potatoes
4177,582666,AH Broccoli,AH,groente-aardappelen,"Groente, aardappelen",Broccoli,1.35,1.35,,,,,500 g,prijs per kg €2.70,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi4177,2026-07-31,AH Broccoli,vegetable potatoes
41194,21006,AH Paprika mix,AH,groente-aardappelen,"Groente, aardappelen",Paprika,1.99,1.99,,,,,3 stuks,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi41194,2026-07-31,AH Paprika mix,vegetable potatoes
169797,597702,AH Avocado,AH,groente-aardappelen,"Groente, aardappelen",Avocado,1.39,1.39,,,,,per stuk,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi169797,2026-07-31,AH Avocado,vegetable potatoes
129400,571118,AH Avocado eetrijp,AH,groente-aardappelen,"Groente, aardappelen",Avocado,2.99,2.99,,,,,2 stuks,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi129400,2026-07-31,AH Avocado ready to eat,vegetable potatoes
4137,36597,AH Cherrytomaten,AH,groente-aardappelen,"Groente, aardappelen",Tomaten,1.19,1.19,,,,,250 g,prijs per kg €4.76,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi4137,2026-07-31,AH Cherry tomatoes,vegetable potatoes
171425,767852,AH Prei,AH,groente-aardappelen,"Groente, aardappelen",Prei,0.69,0.69,,,,,per stuk,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi171425,2026-07-31,AH Leek,vegetable potatoes
471641,723890,AH Snoepgroente tomaat,AH,groente-aardappelen,"Groente, aardappelen",Snoepgroente,3.29,3.29,,,,,500 g,prijs per kg €6.58,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi471641,2026-07-31,AH Snoepgroente tomaat,vegetable potatoes
169813,599987,AH Bosui,AH,groente-aardappelen,"Groente, aardappelen",Ui,0.99,0.99,,,,,per bosje,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi169813,2026-07-31,AH Bosui,vegetable potatoes
4180,809016,AH Aubergine,AH,groente-aardappelen,"Groente, aardappelen",Aubergine,0.99,0.99,,,,,per stuk,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi4180,2026-07-31,AH Eggplant,vegetable potatoes
