title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
OMO Wasmiddel,7.49,7.49,0,,Standard,"3,8 kg/ 3,75 l",https://www.lidl.nl/p/omo-wasmiddel/p10031466,2026-08-02,OMO Detergent
ZESPRI Kiwi gold,0.49,0.79,38,Lidl Plus (-38%),Member Deal,,https://www.lidl.nl/p/zespri-kiwi-gold/p10031468,2026-08-02,ZESPRI Kiwi gold
Kipfilet,3.99,5.99,33,Lidl Plus (-33%),Member Deal,,https://www.lidl.nl/p/kipfilet/p10031470,2026-08-02,Chicken fillet
Gouda belegen stuk kaas,4.19,4.19,0,,Standard,500 g,https://www.lidl.nl/p/gouda-belegen-stuk-kaas/p10031472,2026-08-02,Gouda matured piece of cheese
HAWAIIAN TROPIC,7.99,7.99,0,,Standard,170-200 ml,https://www.lidl.nl/p/hawaiian-tropic/p10031474,2026-08-02,HAWAIIAN TROPIC
TAKSI,0.89,1.69,47,,Standard,"1,5 l",https://www.lidl.nl/p/taksi/p10031476,2026-08-02,TAKSI
AMSTEL Radler 0.0,2.95,5.99,51,,Standard,"6 x 0,33 l",https://www.lidl.nl/p/amstel-radler-0-0/p10031478,2026-08-02,AMSTEL Radler 0.0
Alle rosÃ©'s,1.87,2.49,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/alle-rose-s/p10031648,2026-08-02,All rosés
PEPSI of 7UP,11.99,11.99,0,,Standard,24 x 330 ml,https://www.lidl.nl/p/pepsi-of-7up/p10031480,2026-08-02,PEPSI or 7UP
Wilde nectarines,1.99,2.49,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/wilde-nectarines/p10031309,2026-08-02,Wild nectarines
Hollandse kersen,2.79,3.99,30,Lidl Plus (-30%),Member Deal,,https://www.lidl.nl/p/hollandse-kersen/p10031299,2026-08-02,Dutch cherries
Bio blauwe bessen,1.49,2.49,40,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/bio-blauwe-bessen/p10031297,2026-08-02,Organic blueberries
Sperziebonen,1.29,1.99,35,Lidl Plus (-35%),Member Deal,,https://www.lidl.nl/p/sperziebonen/p10031482,2026-08-02,Green beans
"Waikiki, Piel de Sapo of Honing meloen",2.69,2.69,0,Lidl Plus (Tot -33%),Member Deal,,https://www.lidl.nl/p/waikiki-piel-de-sapo-of-honing-meloen/p10031484,2026-08-02,"Waikiki, Piel de Sapo or Honey melon"
Opperdoezer ronde,1.29,1.79,28,Lidl Plus (-28%),Member Deal,,https://www.lidl.nl/p/opperdoezer-ronde/p10031486,2026-08-02,Opperdoezer round
Verspakket lasagne,3.99,5.29,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/verspakket-lasagne/p10031488,2026-08-02,Fresh package lasagna
Verse kruiden,0.79,0.99,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/verse-kruiden/p10031490,2026-08-02,Fresh herbs
