id,hq_id,title,brand,scraped_aisle,main_category,sub_category,final_price,original_price,discount_pct,discount_label,deal_price,deal_count,unit,unit_price_description,is_bonus,discount_type,bonus_mechanism,bonus_start,bonus_end,nutriscore,available_online,shop_type,url,scraped_at,title_eng,aisle_eng
54074,508672,AH Komkommer,AH,groente-aardappelen,"Groente, aardappelen",Komkommer,0.99,0.99,,,,,per stuk,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi54074,2026-08-02,AH Cucumber,vegetable potatoes
4117,646784,AH Paprika rood,AH,groente-aardappelen,"Groente, aardappelen",Paprika,0.99,0.99,,,,,per stuk,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi4117,2026-08-02,AH Paprika red,vegetable potatoes
4164,21003,AH Courgette,AH,groente-aardappelen,"Groente, aardappelen",Courgette,0.495,0.95,47.9,2 voor 0.99,0.99,2.0,per stuk,,True,AH,2 voor 0.99,2026-08-03,2026-08-09,A,True,AH,https://www.ah.nl/producten/product/wi4164,2026-08-02,AH Zucchini,vegetable potatoes
101130,529604,AH Biologisch Komkommer,AH Biologisch,groente-aardappelen,"Groente, aardappelen",Komkommer,1.65,1.65,,,,,per stuk,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi101130,2026-08-02,AH Organic Cucumber,vegetable potatoes
4177,582666,AH Broccoli,AH,groente-aardappelen,"Groente, aardappelen",Broccoli,1.35,1.35,,,,,500 g,prijs per kg €2.70,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi4177,2026-08-02,AH Broccoli,vegetable potatoes
41194,21006,AH Paprika mix,AH,groente-aardappelen,"Groente, aardappelen",Paprika,1.99,1.99,,,,,3 stuks,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi41194,2026-08-02,AH Paprika mix,vegetable potatoes
169797,597702,AH Avocado,AH,groente-aardappelen,"Groente, aardappelen",Avocado,1.39,1.39,,,,,per stuk,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi169797,2026-08-02,AH Avocado,vegetable potatoes
129400,571118,AH Avocado eetrijp,AH,groente-aardappelen,"Groente, aardappelen",Avocado,2.99,2.99,,,,,2 stuks,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi129400,2026-08-02,AH Avocado ready to eat,vegetable potatoes
4137,36597,AH Cherrytomaten,AH,groente-aardappelen,"Groente, aardappelen",Tomaten,1.19,1.19,,,,,250 g,prijs per kg €4.76,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi4137,2026-08-02,AH Cherry tomatoes,vegetable potatoes
471641,723890,AH Snoepgroente tomaat,AH,groente-aardappelen,"Groente, aardappelen",Snoepgroente,3.29,3.29,,,,,500 g,prijs per kg €6.58,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi471641,2026-08-02,AH Snoepgroente tomaat,vegetable potatoes
171425,767852,AH Prei,AH,groente-aardappelen,"Groente, aardappelen",Prei,0.69,0.69,,,,,per stuk,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi171425,2026-08-02,AH Leek,vegetable potatoes
169813,599987,AH Bosui,AH,groente-aardappelen,"Groente, aardappelen",Ui,0.99,0.99,,,,,per bosje,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi169813,2026-08-02,AH Spring onion,vegetable potatoes
4180,809016,AH Aubergine,AH,groente-aardappelen,"Groente, aardappelen",Aubergine,0.99,0.99,,,,,per stuk,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi4180,2026-08-02,AH Eggplant,vegetable potatoes
502305,819328,AH Snoepgroente komkommer,AH,groente-aardappelen,"Groente, aardappelen",Snoepgroente,1.6667,2.19,23.9,3 voor 5.00,5.0,3.0,230 g,normale prijs per kg €9.52,True,AH,3 VOOR 5.00,2026-07-27,2026-08-02,A,True,AH,https://www.ah.nl/producten/product/wi502305,2026-08-02,AH Candy vegetable cucumber,vegetable potatoes
111767,555634,AH Rucola,AH,groente-aardappelen,"Groente, aardappelen",Sla,1.09,1.09,,,,,85 g,prijs per kg €12.82,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi111767,2026-08-02,AH Arugula,vegetable potatoes
123865,526638,AH Sweet palermo rode puntpaprika,AH,groente-aardappelen,"Groente, aardappelen",Paprika,0.995,1.69,41.1,2 voor 1.99,1.99,2.0,2 stuks,,True,AH,2 VOOR 1.99,2026-07-27,2026-08-02,A,True,AH,https://www.ah.nl/producten/product/wi123865,2026-08-02,AH Sweet palermo red pointed pepper,vegetable potatoes
123864,501842,AH Tasty Tom trostomaten,AH,groente-aardappelen,"Groente, aardappelen",Tomaten,2.79,2.79,,,,,380 g,prijs per kg €7.34,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi123864,2026-08-02,AH Tasty Tom vine tomatoes,vegetable potatoes
193247,794420,AH Fijngesneden ijsbergsla,AH,groente-aardappelen,"Groente, aardappelen",Sla,0.99,0.99,,,,,100 g,prijs per kg €9.90,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi193247,2026-08-02,AH Finely chopped iceberg lettuce,vegetable potatoes
4183,20960,AH Bloemkool,AH,groente-aardappelen,"Groente, aardappelen",Bloemkool,1.29,1.99,35.2,voor 1.29,1.29,,per stuk,,True,AH,VOOR 1.29,2026-08-03,2026-08-09,A,True,AH,https://www.ah.nl/producten/product/wi4183,2026-08-02,AH Cauliflower,vegetable potatoes
165583,596488,AH Sweet cherry cherrytomaten,AH,groente-aardappelen,"Groente, aardappelen",Tomaten,2.89,2.89,,,,,250 g,prijs per kg €11.56,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi165583,2026-08-02,AH Sweet cherry cherry tomatoes,vegetable potatoes
238834,831963,AH Witlof,AH,groente-aardappelen,"Groente, aardappelen",Witlof en roodlof,2.29,2.29,,,,,4 stuks,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi238834,2026-08-02,AH Chicory,vegetable potatoes
4099,20952,AH Ijsbergsla,AH,groente-aardappelen,"Groente, aardappelen",Sla,1.09,1.09,,,,,per stuk,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi4099,2026-08-02,AH Iceberg lettuce,vegetable potatoes
129684,583659,AH IJsbergsla,AH,groente-aardappelen,"Groente, aardappelen",Sla,1.09,1.09,,,,,200 g,prijs per kg €5.45,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi129684,2026-08-02,AH Iceberg lettuce,vegetable potatoes
611642,67842,AH Basilicum,AH,groente-aardappelen,"Groente, aardappelen",Verse kruiden,1.19,1.19,,,,,22 g,prijs per kg €54.09,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi611642,2026-08-02,AH Basil,vegetable potatoes
4088,582662,AH Tomaten,AH,groente-aardappelen,"Groente, aardappelen",Tomaten,1.79,1.79,,,,,500 g,prijs per kg €3.58,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi4088,2026-08-02,AH Tomatoes,vegetable potatoes
185202,780552,AH Biologisch Courgette,AH Biologisch,groente-aardappelen,"Groente, aardappelen",Courgette,1.19,1.19,,,,,per stuk,,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi185202,2026-08-02,AH Organic Zucchini,vegetable potatoes
389076,845953,AH Biologisch Trostomaten,AH Biologisch,groente-aardappelen,"Groente, aardappelen",Tomaten,2.99,2.99,,,,,500 g,prijs per kg €5.98,False,,,,,A,True,AH,https://www.ah.nl/producten/product/wi389076,2026-08-02,AH Organic Vine tomatoes,vegetable potatoes
