id,title,scraped_aisle,category_specific,final_price,original_price,unit,discount,nutriscore,url,scraped_at,all_aisles
445419,Kips Vega paté vol en smeuig,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige vleeswaren",2.49,2.49,125 g,2e gratis,E,https://www.ah.nl/producten/product/wi445419/kips-vega-pate-vol-en-smeuig,2026-02-23,ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig; vleeswaren
412158,Oatly! Haver barista edition,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Haverdrink",2.89,2.89,1 l,2e gratis,D,https://www.ah.nl/producten/product/wi412158/oatly-haver-barista-edition,2026-02-23,vegetarisch-vegan-en-plantaardig
565765,AH Terra Plantaardige sojadrink ongezoet,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",0.89,0.89,1 l,,B,https://www.ah.nl/producten/product/wi565765/ah-terra-plantaardige-sojadrink-ongezoet,2026-02-23,vegetarisch-vegan-en-plantaardig
565766,AH Terra Amandeldrink ongezoet,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Amandel, cashewdrink",1.49,1.49,1 l,,B,https://www.ah.nl/producten/product/wi565766/ah-terra-amandeldrink-ongezoet,2026-02-23,vegetarisch-vegan-en-plantaardig
462463,AH Terra Plantaardige haverdrink ongezoet,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Haverdrink",1.39,1.39,1 l,,C,https://www.ah.nl/producten/product/wi462463/ah-terra-plantaardige-haverdrink-ongezoet,2026-02-23,vegetarisch-vegan-en-plantaardig
461862,Alpro Barista haver,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Haverdrink",2.69,2.69,1 l,2e gratis,A,https://www.ah.nl/producten/product/wi461862/alpro-barista-haver,2026-02-23,vegetarisch-vegan-en-plantaardig
568161,Alpro Barista haver 6-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Haverdrink",8.07,16.14,6 stuks,Pakketkorting,,https://www.ah.nl/producten/product/wi568161/alpro-barista-haver-6-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
489288,AH Terra Plantaardige smeerleverworst,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige vleeswaren",1.59,1.59,125 g,,C,https://www.ah.nl/producten/product/wi489288/ah-terra-plantaardige-smeerleverworst,2026-02-23,ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig; vleeswaren
518423,Alpro Mild & creamy zonder suikers,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt naturel",2.99,2.99,755 g,,A,https://www.ah.nl/producten/product/wi518423/alpro-mild-en-creamy-zonder-suikers,2026-02-23,vegetarisch-vegan-en-plantaardig
604676,Alpro Mild & creamy zonder suikers 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt naturel",5.68,5.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi604676/alpro-mild-en-creamy-zonder-suikers-2-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
438961,AH Terra Plantaardige hummus naturel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus naturel",1.39,1.39,200 g,,C,https://www.ah.nl/producten/product/wi438961/ah-terra-plantaardige-hummus-naturel,2026-02-23,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig
570848,Alpro Barista kokos,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Kokosdrink",2.69,2.69,"0,75 l",2e gratis,B,https://www.ah.nl/producten/product/wi570848/alpro-barista-kokos,2026-02-23,vegetarisch-vegan-en-plantaardig
572133,Alpro Barista kokosnoot 4-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Kokosdrink",5.38,10.76,4 stuks,Pakketkorting,,https://www.ah.nl/producten/product/wi572133/alpro-barista-kokosnoot-4-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
202746,Maza Hoemoes,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus naturel",2.49,2.49,200 g,,C,https://www.ah.nl/producten/product/wi202746/maza-hoemoes,2026-02-23,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig
188227,Alpro Sojadrink original,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",1.99,1.99,1 l,2e gratis,A,https://www.ah.nl/producten/product/wi188227/alpro-sojadrink-original,2026-02-23,vegetarisch-vegan-en-plantaardig
562392,Alpro Sojadrink original 4-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",3.98,7.96,4 stuks,Pakketkorting,,https://www.ah.nl/producten/product/wi562392/alpro-sojadrink-original-4-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
565763,AH Terra Plantaardige sojadrink,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",0.69,0.69,1 l,,B,https://www.ah.nl/producten/product/wi565763/ah-terra-plantaardige-sojadrink,2026-02-23,vegetarisch-vegan-en-plantaardig
564796,AH Terra Plantaardig rulgehakt,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarisch gehakt",1.59,1.59,200 g,,A,https://www.ah.nl/producten/product/wi564796/ah-terra-plantaardig-rulgehakt,2026-02-23,vegetarisch-vegan-en-plantaardig
196169,Alpro Mild & creamy vanille smaak,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",2.99,2.99,750 g,,A,https://www.ah.nl/producten/product/wi196169/alpro-mild-en-creamy-vanille-smaak,2026-02-23,vegetarisch-vegan-en-plantaardig
604675,Alpro Mild & creamy vanille smaak 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",5.68,5.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi604675/alpro-mild-en-creamy-vanille-smaak-2-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
486626,Alpro Variatie op kwark zonder suikers,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige kwark, vla",2.49,2.49,400 g,,A,https://www.ah.nl/producten/product/wi486626/alpro-variatie-op-kwark-zonder-suikers,2026-02-23,vegetarisch-vegan-en-plantaardig
593710,Alpro Variatie op kwark zonder suikers 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige kwark, vla",4.73,4.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi593710/alpro-variatie-op-kwark-zonder-suikers-2-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
591341,AH Terra Soja gurt,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt naturel",1.79,1.79,1 l,,A,https://www.ah.nl/producten/product/wi591341/ah-terra-soja-gurt,2026-02-23,vegetarisch-vegan-en-plantaardig
445420,Kips Vega smeerworst kleintje,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige vleeswaren",2.29,2.29,6 x 20 g,,D,https://www.ah.nl/producten/product/wi445420/kips-vega-smeerworst-kleintje,2026-02-23,ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig; vleeswaren
217309,AH Terra Plantaardige hummus naturel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus naturel",2.29,2.29,175 g,,A,https://www.ah.nl/producten/product/wi217309/ah-terra-plantaardige-hummus-naturel,2026-02-23,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig
570853,Oatly! Bio barista haver,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Haverdrink",2.99,2.99,1 l,2e gratis,D,https://www.ah.nl/producten/product/wi570853/oatly-bio-barista-haver,2026-02-23,vegetarisch-vegan-en-plantaardig
114698,Alpro Sojadrink zonder suikers,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",1.99,1.99,1 l,2e gratis,A,https://www.ah.nl/producten/product/wi114698/alpro-sojadrink-zonder-suikers,2026-02-23,vegetarisch-vegan-en-plantaardig
607847,Alpro Sojadrink zonder suikers 4-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",3.98,7.96,4 stuks,Pakketkorting,,https://www.ah.nl/producten/product/wi607847/alpro-sojadrink-zonder-suikers-4-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
570842,AH Terra Plantaardige barista haver,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Haverdrink",1.69,1.69,1 l,,C,https://www.ah.nl/producten/product/wi570842/ah-terra-plantaardige-barista-haver,2026-02-23,vegetarisch-vegan-en-plantaardig
413077,Maza Hoemoes less salt,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus naturel",2.49,2.49,200 g,,C,https://www.ah.nl/producten/product/wi413077/maza-hoemoes-less-salt,2026-02-23,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig
