title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
Bloemkool,1.19,1.75,32,,Standard,Per stuk,https://www.lidl.nl/p/bloemkool/p10032216,2026-08-18,Bloemkool
Honing meloen matiss,1.69,2.49,32,Lidl Plus (-32%),Member Deal,,https://www.lidl.nl/p/honing-meloen-matiss/p10032218,2026-08-18,Honing meloen matiss
Bio wortels,1.19,1.69,30,,Standard,1 kilo,https://www.lidl.nl/p/bio-wortels/p10032220,2026-08-18,Bio wortels
"Bio blauwe bessen, bramen of frambozen",1.79,1.79,0,,Standard,125 g,https://www.lidl.nl/p/bio-blauwe-bessen-bramen-of-frambozen/p10032412,2026-08-18,"Bio blauwe bessen, bramen of frambozen"
Hollandse pruimen,1.99,2.99,33,,Standard,500 g,https://www.lidl.nl/p/hollandse-pruimen/p10032222,2026-08-18,Hollandse pruimen
ZESPRI kiwi's gold,3.99,5.99,33,Lidl Plus (-33%),Member Deal,,https://www.lidl.nl/p/zespri-kiwi-s-gold/p10032224,2026-08-18,ZESPRI kiwi's gold
Trostomaten,0.69,0.99,30,,Standard,,https://www.lidl.nl/p/trostomaten/p10032226,2026-08-18,Trostomaten
Cactusvijgen,1.29,1.79,28,Lidl Plus (-28%),Member Deal,,https://www.lidl.nl/p/cactusvijgen/p10032228,2026-08-18,Cactusvijgen
Bio snackwortels,0.79,0.99,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/bio-snackwortels/p10032230,2026-08-18,Bio snackwortels
Snackkomkommers,1.79,2.69,33,Lidl Plus (-34%),Member Deal,,https://www.lidl.nl/p/snackkomkommers/p10032232,2026-08-18,Snackkomkommers
IJsbergsla,0.89,0.99,10,Lidl Plus (-10%),Member Deal,,https://www.lidl.nl/p/ijsbergsla/p10032234,2026-08-18,IJsbergsla
Voorgebakken friet,1.69,2.39,29,Lidl Plus (-29%),Member Deal,,https://www.lidl.nl/p/voorgebakken-friet/p10032236,2026-08-18,Voorgebakken friet
Aardappelschijfjes naturel,1.59,1.94,18,,Standard,1 kilo,https://www.lidl.nl/p/aardappelschijfjes-naturel/p10032238,2026-08-18,Aardappelschijfjes naturel
Bio kokos rijstdrink,1.59,1.89,16,,Standard,1 l,https://www.lidl.nl/p/bio-kokos-rijstdrink/p10032188,2026-08-18,Bio kokos rijstdrink
Plantaardige vanille- of chocoladevla,1.29,1.59,19,,Standard,1 l,https://www.lidl.nl/p/plantaardige-vanille-of-chocoladevla/p10032190,2026-08-18,Plantaardige vanille- of chocoladevla
Linzen,0.79,0.95,17,,Standard,425 ml,https://www.lidl.nl/p/linzen/p10032192,2026-08-18,Linzen
Kidneybonen,0.49,0.62,21,,Standard,425 ml,https://www.lidl.nl/p/kidneybonen/p10032194,2026-08-18,Kidneybonen
Witte bonen in tomatensaus,0.49,0.64,23,,Standard,370 ml,https://www.lidl.nl/p/witte-bonen-in-tomatensaus/p10032196,2026-08-18,Witte bonen in tomatensaus
Bio amandeldrink ongezoet,1.19,1.48,20,,Standard,1 l,https://www.lidl.nl/p/bio-amandeldrink-ongezoet/p10032408,2026-08-18,Bio amandeldrink ongezoet
Sperziebonen gebroken en gedopt,1.69,2.19,23,,Standard,400 g,https://www.lidl.nl/p/sperziebonen-gebroken-en-gedopt/p10032198,2026-08-18,Sperziebonen gebroken en gedopt
"MARS, SNICKERS of TWIX ice cream",1.99,4.19,53,,Standard,5-pack,https://www.lidl.nl/p/mars-snickers-of-twix-ice-cream/p10032200,2026-08-18,"MARS, SNICKERS of TWIX ice cream"
DOUWE EGBERTS Aroma rood filterkoffie,6.49,9.49,32,,Standard,Halve kilo,https://www.lidl.nl/p/douwe-egberts-aroma-rood-filterkoffie/p10032202,2026-08-18,DOUWE EGBERTS Aroma rood filterkoffie
HEINEKEN,5.99,5.99,0,,Standard,"8 x 0,33 l",https://www.lidl.nl/p/heineken/p10032204,2026-08-18,HEINEKEN
Broodsalades,1.49,1.49,0,Lidl Plus (tot -50%),Member Deal,,https://www.lidl.nl/p/broodsalades/p10032206,2026-08-18,Broodsalades
XXL NUTRITION Fitmeals,2.99,2.99,0,,Standard,425 g,https://www.lidl.nl/p/xxl-nutrition-fitmeals/p10032208,2026-08-18,XXL NUTRITION Fitmeals
Koffiepads XXL,3.29,4.03,18,,Standard,46 pads,https://www.lidl.nl/p/koffiepads-xxl/p10032210,2026-08-18,Koffiepads XXL
Zalmfilet op huid,7.99,11.98,33,,Standard,4 stuks,https://www.lidl.nl/p/zalmfilet-op-huid/p10032212,2026-08-18,Zalmfilet op huid
Extra mager rundergehakt,8.99,11.04,19,,Standard,750 g,https://www.lidl.nl/p/extra-mager-rundergehakt/p10032410,2026-08-18,Extra mager rundergehakt
Aardappels kruimig of vastkokend,0.89,1.19,25,,Standard,1 kilo,https://www.lidl.nl/p/aardappels-kruimig-of-vastkokend/p10032214,2026-08-18,Aardappels kruimig of vastkokend
Croissant ham/kaas,0.59,0.88,33,,Standard,Per stuk,https://www.lidl.nl/p/croissant-ham-kaas/p10032240,2026-08-18,Croissant ham/kaas
Volkoren bollen,0.99,1.44,31,,Standard,10 stuks,https://www.lidl.nl/p/volkoren-bollen/p10032242,2026-08-18,Volkoren bollen
Brownietaart,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/brownietaart/p10032244,2026-08-18,Brownietaart
Volkorenbol,0.39,0.55,29,Lidl Plus (-29%),Member Deal,,https://www.lidl.nl/p/volkorenbol/p10032246,2026-08-18,Volkorenbol
Rol Mexicaanse stijl,1.49,1.49,0,,Standard,Per stuk,https://www.lidl.nl/p/rol-mexicaanse-stijl/p10032248,2026-08-18,Rol Mexicaanse stijl
Roze fondant pencee,2.49,2.49,0,,Standard,260 g,https://www.lidl.nl/p/roze-fondant-pencee/p10032250,2026-08-18,Roze fondant pencee
Kokos berlinerbol,0.79,0.79,0,,Standard,Per stuk,https://www.lidl.nl/p/kokos-berlinerbol/p10032252,2026-08-18,Kokos berlinerbol
BBQ-worstjes piri piri,1.99,3.19,38,,Standard,420 g,https://www.lidl.nl/p/bbq-worstjes-piri-piri/p10032254,2026-08-18,BBQ-worstjes piri piri
Kipfilet,5.99,8.28,28,,Standard,600 g,https://www.lidl.nl/p/kipfilet/p10032256,2026-08-18,Kipfilet
Schouderfiletlapjes XXL,6.99,6.99,0,,Standard,800 gram,https://www.lidl.nl/p/schouderfiletlapjes-xxl/p10032258,2026-08-18,Schouderfiletlapjes XXL
Kipdijspies yakitori,4.99,5.69,12,Lidl Plus (-12%),Member Deal,,https://www.lidl.nl/p/kipdijspies-yakitori/p10032260,2026-08-18,Kipdijspies yakitori
Knakworsten,3.99,4.46,11,,Standard,12 stuks,https://www.lidl.nl/p/knakworsten/p10032262,2026-08-18,Knakworsten
Pangasiusfilet tuinkruiden,3.49,3.49,0,,Standard,300 g,https://www.lidl.nl/p/pangasiusfilet-tuinkruiden/p10032264,2026-08-18,Pangasiusfilet tuinkruiden
Vegan champignonburger of shoarma,1.99,2.49,20,Lidl Plus (tot -20%),Member Deal,,https://www.lidl.nl/p/vegan-champignonburger-of-shoarma/p10032414,2026-08-18,Vegan champignonburger of shoarma
Verse sappen of smoothies,1.69,2.65,36,,Standard,500 ml,https://www.lidl.nl/p/verse-sappen-of-smoothies/p10032266,2026-08-18,Verse sappen of smoothies
100% pindakaas,1.99,2.98,33,Lidl Plus (-33%),Member Deal,,https://www.lidl.nl/p/100-pindakaas/p10032268,2026-08-18,100% pindakaas
Runderrookvlees,2.49,2.95,16,Lidl Plus (-16%),Member Deal,,https://www.lidl.nl/p/runderrookvlees/p10032270,2026-08-18,Runderrookvlees
Kipfilet pittig of tuinkruiden,2.29,2.99,23,Lidl Plus (tot -23%),Member Deal,,https://www.lidl.nl/p/kipfilet-pittig-of-tuinkruiden/p10032272,2026-08-18,Kipfilet pittig of tuinkruiden
Goudse belegen kaasplakken,3.99,4.46,11,,Standard,500 g,https://www.lidl.nl/p/goudse-belegen-kaasplakken/p10032274,2026-08-18,Goudse belegen kaasplakken
YAKULT original,2.99,3.97,25,,Standard,8-pack,https://www.lidl.nl/p/yakult-original/p10032276,2026-08-18,YAKULT original
DANIO,0.89,0.89,0,,Standard,165 g,https://www.lidl.nl/p/danio/p10032278,2026-08-18,DANIO
Chocolade vla,0.99,1.35,27,Lidl Plus (-27%),Member Deal,,https://www.lidl.nl/p/chocolade-vla/p10032280,2026-08-18,Chocolade vla
Olijfolie mild,6.49,7.99,19,,Standard,1 liter,https://www.lidl.nl/p/olijfolie-mild/p10032282,2026-08-18,Olijfolie mild
CROMA Bakken en Braden,2.99,4.49,33,,Standard,,https://www.lidl.nl/p/croma-bakken-en-braden/p10032284,2026-08-18,CROMA Bakken en Braden
CrÃ¨me fraÃ®che,0.89,0.98,9,Lidl Plus (-9%),Member Deal,,https://www.lidl.nl/p/creme-fraiche/p10032286,2026-08-18,CrÃ¨me fraÃ®che
Ricotta,1.49,1.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/ricotta/p10032288,2026-08-18,Ricotta
PARRANO Snippers of rasp,1.69,1.69,0,,Standard,80-100 g,https://www.lidl.nl/p/parrano-snippers-of-rasp/p10032290,2026-08-18,PARRANO Snippers of rasp
GALBANI Mozzarella,1.99,1.99,0,,Standard,150-200 g,https://www.lidl.nl/p/galbani-mozzarella/p10032292,2026-08-18,GALBANI Mozzarella
CALVÃ Saus,0.88,2.25,61,,Standard,320 ml,https://www.lidl.nl/p/calve-saus/p10032294,2026-08-18,CALVÃ Saus
Friet of aardappelpartjes,0.99,2.25,56,,Standard,750 g - 1 kg,https://www.lidl.nl/p/friet-of-aardappelpartjes/p10032296,2026-08-18,Friet of aardappelpartjes
CALVÃ Mayonaise of Yofresh,1.89,1.89,0,,Standard,430 ml,https://www.lidl.nl/p/calve-mayonaise-of-yofresh/p10032298,2026-08-18,CALVÃ Mayonaise of Yofresh
HELLMANN'S Mayonaise,1.99,1.99,0,,Standard,430 ml,https://www.lidl.nl/p/hellmann-s-mayonaise/p10032300,2026-08-18,HELLMANN'S Mayonaise
Biologische groente pizza,2.99,3.49,14,Lidl Plus (-14%),Member Deal,,https://www.lidl.nl/p/biologische-groente-pizza/p10032302,2026-08-18,Biologische groente pizza
Mosterd,0.49,0.71,31,Lidl Plus (-31%),Member Deal,,https://www.lidl.nl/p/mosterd/p10032304,2026-08-18,Mosterd
Mini-mix ijs classic,2.79,3.49,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/mini-mix-ijs-classic/p10032306,2026-08-18,Mini-mix ijs classic
